dataset,model,budget,target,n1,crc,method,seeds,coverage_mean,coverage_var,mean_A_weight,mean_A_weight_minus1,cond_var,seq_path_var,expected_cost,realized_cost,pi_min,focus_lift,target_rate,soft_proxy,static_coverage_var,static_mean_A_weight,static_cond_var,static_expected_cost,coverage_var_ratio,mean_A_weight_ratio,cond_var_ratio
autoif,llama_31_8B_instruct,20.0,0.8,200,100,Oracle,50,0.7988466715812683,7.98421736330548e-05,0.2411933333333333,0.0,,,126.15182666666668,,,,,,0.0004808345213544689,1.9986666368842128,3.289600478718837,12.615182854647538,0.16604917094585134,0.12067711987694832,
autoif,llama_31_8B_instruct,20.0,0.8,200,100,Residual + sequential AHT,50,0.8034266662597657,0.0004125352663919619,11.491065421592785,4.092425374417451,2.6963991928710116,0.8089197578613035,19.84257893798096,,0.005,2.0914196694265668,,36.736813744323634,0.0004808345213544689,1.9986666368842128,3.289600478718837,12.615182854647538,0.8579568397665917,5.749365706882757,0.8196737598728546
autoif,llama_31_8B_instruct,20.0,0.8,200,100,Residual + sequential AHT + CRC,50,0.7998399984836578,0.0003896337740234748,13.68113957777085,4.868875248718867,3.378952661896783,1.0136857985690348,18.45478248724056,,0.005,2.130048810950763,,45.146707168501074,0.0004808345213544689,1.9986666368842128,3.289600478718837,12.615182854647538,0.8103282038192899,6.845133313026543,1.0271620167117512
autoif,llama_31_8B_instruct,20.0,0.8,200,100,Soft-prefix DAPRO,50,0.810479998588562,0.0010536648723594212,1.9456217660934325,0.8749200787504249,5.856783664755886,1.7570350994267658,19.902848738965513,,0.005,2.208172081707815,,2.0004564015082593,0.0004808345213544689,1.9986666368842128,3.289600478718837,12.615182854647538,2.1913253428463064,0.9734598707899214,1.780393607869628
autoif,llama_31_8B_instruct,20.0,0.8,200,100,Soft-prefix DAPRO + CRC,50,0.8085733318328857,0.0012639956065631016,2.727238522139489,1.1769283910093622,8.455906184909407,2.5367718554728222,18.513936165879812,,0.005,2.2766495129412885,,2.9204444542290537,0.0004808345213544689,1.9986666368842128,3.289600478718837,12.615182854647538,2.628753865264366,1.3645289673674998,2.5704963990650413
autoif,llama_31_8B_instruct,20.0,0.9,50,25,Endpoint/block + terminal residual AHT,50,0.899300000667572,0.0001561326366609301,0.6287342730542071,0.3209542347490052,1.069847449163351,0.3209542347490052,19.916421727716507,,0.005,,,,0.0002386473929208645,1.0060666516751053,1.8252195533719058,12.615182854647538,0.6542398588561313,0.6249429617882293,0.5861472649615864
autoif,llama_31_8B_instruct,20.0,0.9,50,25,Endpoint/block + terminal residual AHT + CRC,50,0.8979888892173767,0.00023340101316529727,0.9294674857794882,0.5013116004945347,1.671038668315116,0.5013116004945347,15.864132269583333,,0.005,,,,0.0002386473929208645,1.0060666516751053,1.8252195533719058,12.615182854647538,0.9780161865949781,0.9238627323864883,0.9155274855718281
autoif,llama_31_8B_instruct,20.0,0.9,50,25,Information-gain + sequential AHT,50,0.9010600030422211,0.0002525200710659268,5.138293383386752,2.1476865018026117,1.863172440288955,0.5589517320866865,20.086401501591055,,0.005,1.4494115964280296,,0.6439613547408511,0.0002386473929208645,1.0060666516751053,1.8252195533719058,12.615182854647538,1.0581304407949785,5.1073091179709325,1.0207936008832117
autoif,llama_31_8B_instruct,20.0,0.9,50,25,Information-gain + sequential AHT + CRC,50,0.8970266652107238,0.00041760020662040065,7.108050721827375,3.001676468075297,3.344603184742441,1.0033809554227322,12.986878869189574,,0.005,1.5743000220619896,,1.1250537628208688,0.0002386473929208645,1.0060666516751053,1.8252195533719058,12.615182854647538,1.749862847899943,7.065188683068303,1.8324388310237143
autoif,llama_31_8B_instruct,20.0,0.9,50,25,Oracle,50,0.8991266691684723,5.7550467621660133e-05,0.15253999999999995,0.0,,,126.15182666666668,,,,,,0.0002386473929208645,1.0060666516751053,1.8252195533719058,12.615182854647538,0.24115271873405245,0.15162017322214208,
